Industry,Unit,Region,Date,Value
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2016Q1,3054386.1156
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2016Q1,424753.383802643
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2016Q1,232329.628665063
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2016Q1,66014.8918104859
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2016Q1,158739.201880526
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2016Q1,489032.975302087
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2016Q1,179699.212991116
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2016Q1,1066581.10599118
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2016Q1,219594.071479071
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2016Q1,217641.643677826
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2016Q2,3078481.51206
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2016Q2,427256.597228077
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2016Q2,233503.618135034
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2016Q2,66732.9204140535
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2016Q2,160011.647766266
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2016Q2,492071.766955692
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2016Q2,181095.493336254
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2016Q2,1074919.5893013
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2016Q2,222564.797050283
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2016Q2,220325.081873039
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2016Q3,3085352.41085
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2016Q3,427737.869192937
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2016Q3,233651.199288188
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2016Q3,67019.9991995849
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2016Q3,160323.551788685
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2016Q3,492815.716032716
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2016Q3,181278.865192367
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2016Q3,1077601.89939687
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2016Q3,223516.891350763
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2016Q3,221406.419407887
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2016Q4,3087640.578195
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2016Q4,428735.964564722
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2016Q4,234130.985644938
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2016Q4,66715.0624261357
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2016Q4,160146.467005298
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2016Q4,494029.049916038
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2016Q4,180084.768581098
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2016Q4,1080542.73056567
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2016Q4,222695.609859879
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2016Q4,220559.939631219
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2017Q1,3085654.821754
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2017Q1,427302.562784746
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2017Q1,233125.463398037
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2017Q1,67215.8928159101
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2017Q1,160349.769403018
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2017Q1,493945.032713724
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2017Q1,181793.526697611
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2017Q1,1077308.14069331
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2017Q1,223031.564163364
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2017Q1,221582.869084281
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2017Q2,3108211.733295
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2017Q2,430801.012573459
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2017Q2,234155.646802813
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2017Q2,68023.1725408277
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2017Q2,161500.464821208
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2017Q2,498467.484757089
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2017Q2,183288.918064861
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2017Q2,1083409.87114531
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2017Q2,225132.185832617
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2017Q2,223432.97675682
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2017Q3,3129728.194759
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2017Q3,433419.863751328
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2017Q3,234952.62658507
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2017Q3,69092.4088001522
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2017Q3,162691.610864786
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2017Q3,502499.843836242
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2017Q3,185439.798783263
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2017Q3,1087844.23078115
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2017Q3,227711.977762759
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2017Q3,226075.833594254
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2017Q4,3156342.279914
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2017Q4,438146.546088292
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2017Q4,236887.058760634
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2017Q4,69691.6724558456
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2017Q4,163829.064804775
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2017Q4,508716.332640766
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2017Q4,186194.151863595
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2017Q4,1096330.1288715
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2017Q4,229281.37748399
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2017Q4,227265.946944606
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2018Q1,3134781.128618
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2018Q1,434862.564225149
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2018Q1,235585.546370364
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2018Q1,68926.1267933356
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2018Q1,161867.121647559
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2018Q1,503650.076045491
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2018Q1,184831.988428585
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2018Q1,1092492.47363069
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2018Q1,227062.123285823
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2018Q1,225503.108191002
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2018Q2,3130668.527406
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2018Q2,432948.953230458
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2018Q2,234994.233693848
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2018Q2,68736.0562256057
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2018Q2,161224.438072664
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2018Q2,500670.645760058
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2018Q2,185485.669291006
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2018Q2,1093263.77411176
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2018Q2,227379.287427439
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2018Q2,225965.469593163
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2018Q3,3150985.230415
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2018Q3,436873.508748026
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2018Q3,236696.107005535
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2018Q3,68836.5973915217
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2018Q3,161857.206030698
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2018Q3,505460.410670414
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2018Q3,185398.718124476
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2018Q3,1101914.73051782
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2018Q3,227925.303427303
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2018Q3,226022.648499207
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2018Q4,3161721.040696
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2018Q4,439178.8238396
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2018Q4,237291.404508015
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2018Q4,68913.0120191467
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2018Q4,162071.995694037
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2018Q4,508159.787680578
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2018Q4,185337.669709961
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2018Q4,1106598.86684789
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2018Q4,228220.939250113
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2018Q4,225948.541146662
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2019Q1,3136301.987773
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2019Q1,436342.179699781
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2019Q1,235296.50906965
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2019Q1,67545.9575247823
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2019Q1,160439.414871326
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2019Q1,504014.772401881
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2019Q1,183228.707703918
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2019Q1,1102522.45587947
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2019Q1,224318.657067489
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2019Q1,222593.333554708
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2019Q2,3161916.502476
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2019Q2,438849.899944069
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2019Q2,236682.609265064
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2019Q2,68645.4601826986
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2019Q2,161814.047805145
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2019Q2,506876.242333183
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2019Q2,185781.803206081
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2019Q2,1109362.67869651
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2019Q2,227703.828267419
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2019Q2,226199.932775829
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2019Q3,3155289.785395
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2019Q3,438262.949125882
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2019Q3,236795.772726753
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2019Q3,68646.0330260301
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2019Q3,161354.180608092
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2019Q3,505681.871288106
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2019Q3,184586.152891426
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2019Q3,1106496.9070975
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2019Q3,227305.020428768
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2019Q3,226160.898202437
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2019Q4,3143839.891813
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2019Q4,436552.702918655
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2019Q4,236175.496275457
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2019Q4,68958.2274391669
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2019Q4,160658.955517702
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2019Q4,503040.280979372
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2019Q4,183730.070229918
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2019Q4,1100211.29843313
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2019Q4,227727.183864546
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2019Q4,226785.676155054
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2020Q1,3129987.198095
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2020Q1,436864.89815603
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2020Q1,236541.166832876
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2020Q1,68847.501751759
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2020Q1,159789.790863736
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2020Q1,502951.974698591
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2020Q1,180178.766879715
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2020Q1,1093873.47734183
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2020Q1,225808.644195412
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2020Q1,225130.977375052
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2020Q2,2609584.445701
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2020Q2,364834.803274865
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2020Q2,200191.364160141
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2020Q2,57865.5497458639
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2020Q2,133142.694634389
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2020Q2,418823.342363099
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2020Q2,147381.766933754
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2020Q2,914182.418965777
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2020Q2,184489.795586826
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2020Q2,188672.710036286
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2020Q3,2967862.291865
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2020Q3,410210.187942561
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2020Q3,225306.029789832
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2020Q3,68956.0131925047
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2020Q3,152581.300659262
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2020Q3,475010.368191026
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2020Q3,172033.472921904
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2020Q3,1019013.01666067
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2020Q3,222293.476837996
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2020Q3,222458.425669243
